,Brand,Avg Rating,Total Comment,Seller Rating,Ağırlık,Aşılabilir Engel,Boy,Çalışma Mod Sayısı,Çalışma Süresi,Derinlik,Emiş Türü,EPA/HEPA Filtre,Kullanım Alanı,Pil Tipi,Renk,Ses Seviyesi,Su Tankı Kapasitesi,Şarj Süresi,Toz Kapasitesi,Price
1055,Parmis,5.0,1.0,"9,7",,,,,,,,,,,,,,,,80.0
1056,Universal,,,"9,8",,,,,,,,,,,,,,,,175.0
1057,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
1058,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
1059,Universal,,,"9,2",,,,,,,,,,,,,,,,95.0
1060,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
1061,Parmis,,,"9,7",,,,,,,,,,,,,,,,83.0
1062,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
1063,Parmis,,,"9,7",,,,,,,,,,,,,,,,178.0
1064,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
1065,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
1066,Universal,,,"9,2",,,,,,,,,,,,,,,,139.0
1067,Indesit,,,"9,9",,,,,,,,,,,,,,,,74.0
1068,Parmis,,,"9,7",,,,,,,,,,,,,,,,171.0
1069,Kemos,,,9,,,,,,,,,,,,,,,,2400.0
1070,Parmis,,,"9,7",,,,,,,,,,,,,,,,84.0
1071,Universal,5.0,1.0,"9,2",,,,,,,,,,,,,,,,85.0
1072,Emka,1.0,1.0,"9,6",,,,,,,,,,,,,,,,200.0
1073,Universal,,,"9,8",,,,,,,,,,,,,,,,29.0
1074,Kemos,,,"9,8",,,,,,,,,,,,,,,,2400.0
1075,Parmis,4.5,2.0,"9,7",,,,,,,,,,,,,,,,64.0
1076,Universal,,,"9,2",,,,,,,,,,,,,,,,849.0
1077,Universal,,,"9,2",,,,,,,,,,,,,,,,199.0
1078,Universal,,,"9,2",,,,,,,,,,,,,,,,125.0
1079,Parmis,,,"9,7",,,,,,,,,,,,,,,,64.0
1080,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1081,Techsun,,,"9,9",,,,,,,,,,,,,,,,86.0
1082,Universal,,,"9,2",,,,,,,,,,,,,,,,115.0
1083,Hanedanev,,,"9,4",,,,,,,,,,,,,,,,74.0
1084,Parmis,,,"9,7",,,,,,,,,,,,,,,,64.0
1085,Universal,,,"9,2",,,,,,,,,,,,,,,,1350.0
1086,Universal,,,"9,2",,,,,,,,,,,,,,,,795.0
1087,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1088,Evco,,,,,,,,,,,,,,,,,,,487.0
1089,Universal,,,"9,2",,,,,,,,,,,,,,,,260.0
1090,Universal,,,"9,2",,,,,,,,,,,,,,,,499.0
1091,Parmis,,,"9,7",,,,,,,,,,,,,,,,64.0
1092,Universal,,,"9,2",,,,,,,,,,,,,,,,125.0
1093,Healthy Village Since 1991,,,"9,9",,,,,,,,,,,,,,,,58.0
1094,Uğur,,,,,,,,,,,,,,,,,,,99.0
1095,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1096,Techsun,,,"9,9",,,,,,,,,,,,,,,,36.0
1097,Techsun,,,"9,9",,,,,,,,,,,,,,,,75.0
1098,Techsun,,,"9,9",,,,,,,,,,,,,,,,39.0
1099,Indesit,,,"9,9",,,,,,,,,,,,,,,,114.0
1100,Indesit,,,"9,9",,,,,,,,,,,,,,,,114.0
1101,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1102,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1103,HQ,3.0,1.0,"9,7",,,,,,,,,,,,,,,,59.0
1104,Evco,,,,,,,,,,,,,,,,,,,487.0
1105,Universal,,,"9,2",,,,,,,,,,,,,,,,260.0
1106,Parmis,,,"9,7",,,,,,,,,,,,,,,,64.0
1107,Techsun,,,"9,9",,,,,,,,,,,,,,,,34.0
1108,Parmis,,,"9,7",,,,,,,,,,,,,,,,64.0
1109,Universal,,,"9,2",,,,,,,,,,,,,,,,795.0
1110,Universal,,,"9,2",,,,,,,,,,,,,,,,1350.0
1111,Parmis,,,"9,7",,,,,,,,,,,,,,,,64.0
1112,Parmis,,,"9,7",,,,,,,,,,,,,,,,64.0
1113,Healthy Village Since 1991,,,"9,9",,,,,,,,,,,,,,,,58.0
1114,Universal,,,"9,2",,,,,,,,,,,,,,,,899.0
1115,Universal,,,"9,2",,,,,,,,,,,,,,,,299.0
1116,Techsun,,,"9,9",,,,,,,,,,,,,,,,34.0
1117,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1118,Arçelik,5.0,1.0,10,,,,,,,,,,,,,,,,120.0
1119,Techsun,,,"9,9",,,,,,,,,,,,,,,,125.0
1120,Parmis,,,"9,7",,,,,,,,,,,,,,,,64.0
1121,Parmis,,,"9,7",,,,,,,,,,,,,,,,73.0
1122,Mislina,,,"9,8",,,,,,,,,,,,,,,,95.0
1123,Techsun,,,"9,9",,,,,,,,,,,,,,,,39.0
1124,Techsun,,,"9,9",,,,,,,,,,,,,,,,82.0
1125,Techsun,,,"9,9",,,,,,,,,,,,,,,,99.0
1126,Universal,,,"9,2",,,,,,,,,,,,,,,,145.0
1127,Parmis,,,"9,7",,,,,,,,,,,,,,,,73.0
1128,Universal,,,"9,1",,,,,,,,,,,,,,,,185.0
1129,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1130,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1131,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1132,Universal,,,"9,2",,,,,,,,,,,,,,,,899.0
1133,Universal,,,"9,2",,,,,,,,,,,,,,,,699.0
1134,Universal,,,"9,2",,,,,,,,,,,,,,,,645.0
1135,timbrado,5.0,1.0,"9,8",,,,,,,,,,,,,,,,45.0
1136,Parmis,,,"9,7",,,,,,,,,,,,,,,,64.0
1137,VRL,5.0,1.0,"9,6",,,,,,,,,,,,,,,,140.0
1138,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1139,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1140,VRL,,,"9,8",,,,,,,,,,,,,,,,119.0
1141,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1142,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1143,Parmis,,,"9,7",,,,,,,,,,,,,,,,64.0
1144,Parmis,,,"9,7",,,,,,,,,,,,,,,,73.0
1145,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1146,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1147,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1148,Pratik Zeki,3.0,1.0,10,,,,,,,,,,,,,,,,89.0
1149,Universal,,,"9,2",,,,,,,,,,,,,,,,499.0
1150,Arçelik,5.0,2.0,10,,,,,,,,,,,,,,,,120.0
1151,Universal,,,"9,2",,,,,,,,,,,,,,,,535.0
1152,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1153,Techsun,,,"9,9",,,,,,,,,,,,,,,,31.0
1154,Techsun,,,"9,9",,,,,,,,,,,,,,,,84.0
1155,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1156,Universal,,,"9,2",,,,,,,,,,,,,,,,499.0
1157,Universal,,,"9,2",,,,,,,,,,,,,,,,535.0
1158,Arçelik,5.0,2.0,10,,,,,,,,,,,,,,,,120.0
1159,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1160,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1161,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1162,Indesit,,,"9,9",,,,,,,,,,,,,,,,114.0
1163,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1164,Techsun,,,"9,9",,,,,,,,,,,,,,,,39.0
1165,Universal,,,"9,2",,,,,,,,,,,,,,,,645.0
1166,Universal,,,"9,2",,,,,,,,,,,,,,,,699.0
1167,Universal,,,"9,2",,,,,,,,,,,,,,,,899.0
1168,Parmis,,,"9,7",,,,,,,,,,,,,,,,113.0
1169,Universal,,,"9,1",,,,,,,,,,,,,,,,185.0
1170,Parmis,,,"9,7",,,,,,,,,,,,,,,,73.0
1171,Parmis,,,"9,7",,,,,,,,,,,,,,,,73.0
1172,Pratik Zeki,,,10,,,,,,,,,,,,,,,,77.0
1173,Techsun,,,"9,9",,,,,,,,,,,,,,,,36.0
1174,Techsun,,,"9,9",,,,,,,,,,,,,,,,75.0
1175,Indesit,,,"9,9",,,,,,,,,,,,,,,,114.0
